Ordem,OS,OS UNICA,FINAL,EQUIPE,RESPONSAVEL,CANAL,STATUS,CODIGO/CLIENTE,PRODUTO,QTD,DATA DE ENTREGA,SEMANA NO ANO,MES ENTREGA,ANO ENTREGA,ANO-MES entrega,CATEGORIA CONVERSOR,QUANTIDADE PONDERADA,FAMILIA
1255,11411-2,11411,2,EQ-5,SUELLEN,LOJA,ENTREGA TOTAL,1385,#N/A,20,10/01/2023,2023-03,1,2023,2023-01,outros,20,OUTRO
1256,11411-3,11411,3,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,1385,#N/A,30,13/01/2023,2023-03,1,2023,2023-01,outros,30,OUTRO
1259,11412-3,11412,3,EQ-7,MANU,LOJA,ENTREGA TOTAL,265,#N/A,15,10/01/2023,2023-03,1,2023,2023-01,outros,15,OUTRO
1261,11413-2,11413,2,EQ-1,CAIO,LOJA,ENTREGA TOTAL,180,#N/A,30,10/01/2023,2023-03,1,2023,2023-01,outros,30,OUTRO
1262,11413-3,11413,3,EQ-4,ROSE,SITE,ENTREGA TOTAL,180,#N/A,30,12/01/2023,2023-03,1,2023,2023-01,outros,30,OUTRO
1264,11414-3,11414,3,EQ-2,PEDRO,LOJA,ENTREGA TOTAL,241,#N/A,30,17/01/2023,2023-04,1,2023,2023-01,outros,30,OUTRO
1266,3475286,34752,6,EQ-1,CAIO,LOJA,ENTREGA TOTAL,197,#N/A,30,10/01/2023,2023-03,1,2023,2023-01,outros,30,OUTRO
1268,11416-3,11416,3,EQ-2,PEDRO,LOJA,ENTREGA TOTAL,210,#N/A,25,12/01/2023,2023-03,1,2023,2023-01,outros,25,OUTRO
1269,11416-4,11416,4,EQ-4,ROSE,SITE,ENTREGA TOTAL,210,#N/A,30,12/01/2023,2023-03,1,2023,2023-01,outros,30,OUTRO
1271,11417-2,11417,2,EQ-1,CAIO,LOJA,ENTREGA TOTAL,203,#N/A,30,10/01/2023,2023-03,1,2023,2023-01,outros,30,OUTRO
1272,11417-3,11417,3,EQ-4,ROSE,SITE,ENTREGA TOTAL,203,#N/A,30,12/01/2023,2023-03,1,2023,2023-01,outros,30,OUTRO
1290,11426-2,11426,2,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2605,CADERNETA KRAFT SEM PAUTA 14X21,500,17/01/2023,2023-04,1,2023,2023-01,Linha Kraft(Produtos em papelão),300,KRAFT
1291,11426-2,11426,2,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,2605,CADERNETA KRAFT SEM PAUTA 14X21,24,09/01/2023,2023-03,1,2023,2023-01,Linha Kraft(Produtos em papelão),14,KRAFT
1292,11426-2,11426,2,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,2605,CADERNETA KRAFT SEM PAUTA 14X21,76,25/01/2023,2023-05,1,2023,2023-01,Linha Kraft(Produtos em papelão),46,KRAFT
1345,11449-2,11449,2,EQ-5,SUELLEN,LOJA,ENTREGA TOTAL,289,#N/A,20,10/01/2023,2023-03,1,2023,2023-01,outros,20,OUTRO
1350,11453-2,11453,2,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,1095,BLOCO WIRE-O OCEANO PAUTADO 12X20 PROFUNDO,60,23/03/2023,2023-13,3,2023,2023-03,Wire-o Simples,60,OCEANO
1359,11464-1,11464,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,3533,PLANNER PERMANENTE WIRE-O MINERAIS SEMANAL A5 MARMORE BRANCO,200,05/01/2023,2023-02,1,2023,2023-01,Wire-o sem fita,240,MINERAIS
1360,11464-1,11464,1,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,3533,PLANNER PERMANENTE WIRE-O MINERAIS SEMANAL A5 MARMORE BRANCO,500,11/01/2023,2023-03,1,2023,2023-01,Wire-o sem fita,600,MINERAIS
1361,11464-2,11464,2,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,3533,PLANNER PERMANENTE WIRE-O MINERAIS SEMANAL A5 MARMORE BRANCO,70,11/01/2023,2023-03,1,2023,2023-01,Wire-o sem fita,84,MINERAIS
1364,11468-1,11468,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,501,PLANNER PERMANENTE WIRE-O PASTEL SEMANAL A5 AZUL,140,10/01/2023,2023-03,1,2023,2023-01,Wire-o sem fita,168,CLÁSSICA
1366,11469-2,11469,2,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,9085,CADERNO ESPIRAL PROJETOS CLÁSSICA 17X24 PRETO,139,19/04/2023,2023-17,4,2023,2023-04,Wire-o Simples,139,CLÁSSICA
1381,11478-1,11478,1,EQ-8,ELIANE,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,500,04/01/2023,2023-02,1,2023,2023-01,Brochura,500,
1391,11485-2,11485,2,EQ-1,CAIO,SITE,ENTREGA TOTAL,1583,#N/A,30,28/03/2023,2023-14,3,2023,2023-03,outros,30,OUTRO
1392,11486-1,11486,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,8149,PLANNER PERMANENTE REVISTA PLANEJAMENTO MINERAIS MENSAL 19X25 MARMORE BRANCO,190,11/01/2023,2023-03,1,2023,2023-01,Revistas(Individuais),114,MINERAIS
1401,11491-2,11491,2,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,1477,#N/A,40,05/01/2023,2023-02,1,2023,2023-01,outros,40,OUTRO
1402,11491-3,11491,3,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,1477,#N/A,65,05/01/2023,2023-02,1,2023,2023-01,outros,65,OUTRO
1404,11493-2,11493,2,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,1446,#N/A,64,06/01/2023,2023-02,1,2023,2023-01,outros,64,OUTRO
1405,11493-3,11493,3,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,1446,#N/A,31,06/01/2023,2023-02,1,2023,2023-01,outros,31,OUTRO
1406,11494-1,11494,1,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,1422,#N/A,35,11/01/2023,2023-03,1,2023,2023-01,outros,35,OUTRO
1409,11494-3,11494,3,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,1422,#N/A,59,11/01/2023,2023-03,1,2023,2023-01,outros,59,OUTRO
1411,11496-2,11496,2,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,1453,#N/A,65,03/01/2023,2023-02,1,2023,2023-01,outros,65,OUTRO
1412,11496-3,11496,3,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,1453,#N/A,40,03/01/2023,2023-02,1,2023,2023-01,outros,40,OUTRO
1413,11499-1,11499,1,EQ-3,CASSIA,PERSONALIZADO,ENTREGA TOTAL,P156,REVISTA$14X21$POLICROMIA,180,03/01/2023,2023-02,1,2023,2023-01,Revistas(Individuais),108,
1414,11499-2,11499,2,EQ-3,CASSIA,PERSONALIZADO,ENTREGA TOTAL,P156,REVISTA$14X21$POLICROMIA,50,03/01/2023,2023-02,1,2023,2023-01,Revistas(Individuais),30,
1416,11501-2,11501,2,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,1408,JOGO ORGANIZADOR DE MESA 24X15X11 CLÁSSICA CARAMELO,512,03/01/2023,2023-02,1,2023,2023-01,outros,512,CLÁSSICA
1417,11501-3,11501,3,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,1408,JOGO ORGANIZADOR DE MESA 24X15X11 CLÁSSICA CARAMELO,292,03/01/2023,2023-02,1,2023,2023-01,outros,292,CLÁSSICA
1421,11503-2,11503,2,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,1439,"ORGANIZADOR VERTICAL DE MESA 20X10X12,5 CLÁSSICA CARAMELO",91,17/01/2023,2023-04,1,2023,2023-01,outros,91,CLÁSSICA
1423,11504-2,11504,2,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,1620,#N/A,97,13/01/2023,2023-03,1,2023,2023-01,outros,97,OUTRO
1426,11506-2,11506,2,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,1460,PORTA LÁPIS C/ DIVISÓRIAS 9X9X11 CLÁSSICA CARAMELO,40,05/01/2023,2023-02,1,2023,2023-01,outros,40,CLÁSSICA
1427,11506-3,11506,3,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,1460,PORTA LÁPIS C/ DIVISÓRIAS 9X9X11 CLÁSSICA CARAMELO,40,05/01/2023,2023-02,1,2023,2023-01,outros,40,CLÁSSICA
1429,11507-2,11507,2,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,1637,#N/A,57,05/01/2023,2023-02,1,2023,2023-01,outros,57,OUTRO
1430,11507-3,11507,3,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,1637,#N/A,23,05/01/2023,2023-02,1,2023,2023-01,outros,23,OUTRO
1432,11508-2,11508,2,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,3106,CADERNETA CICEROS MINERAIS PONTADO 14X21 MARMORE BRANCO,70,04/01/2023,2023-02,1,2023,2023-01,Brochura,70,MINERAIS
1433,11509-1,11509,1,EQ-3,CASSIA,PERSONALIZADO,ENTREGA TOTAL,P128,PLANNER REVISTA PLANEJAMENTO$19X25$POLICROMIA,50,10/01/2023,2023-03,1,2023,2023-01,Revistas(Individuais),30,
1434,11510-1,11510,1,EQ-5,SUELLEN,PERSONALIZADO,ENTREGA TOTAL,P50,CICEROS$9X13$COURO SINTETICO,300,12/01/2023,2023-03,1,2023,2023-01,Brochura,300,
1435,11511-1,11511,1,EQ-TODOS,TODOS,PERSONALIZADO,ENTREGA TOTAL,P81,PLANNER BLOCO$12X20$NENHUM,300,12/01/2023,2023-03,1,2023,2023-01,Refil,90,
1436,11513-1,11513,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,8836,CADERNETA KRAFT PONTADO 14X21 KRAFT,830,04/01/2023,2023-02,1,2023,2023-01,Linha Kraft(Produtos em papelão),498,KRAFT
1437,11513-1,11513,1,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,8836,CADERNETA KRAFT PONTADO 14X21 KRAFT,136,07/02/2023,2023-07,2,2023,2023-02,Linha Kraft(Produtos em papelão),82,KRAFT
1438,11513-2,11513,2,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,8836,CADERNETA KRAFT PONTADO 14X21 KRAFT,61,10/03/2023,2023-11,3,2023,2023-03,Linha Kraft(Produtos em papelão),37,KRAFT
1439,11514-1,11514,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,8362,#N/A,68,06/01/2023,2023-02,1,2023,2023-01,outros,68,OUTRO
1440,11515-1,11515,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,7876,#N/A,60,05/01/2023,2023-02,1,2023,2023-01,outros,60,OUTRO
1441,11517-1,11517,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,7869,PLANNER PERMANENTE WIRE-O ORLA SEMANAL NOTAS A5 COPACABANA BARRACAS,36,09/01/2023,2023-03,1,2023,2023-01,Wire-o sem fita,43,ORLA
1442,11518-1,11518,1,EQ-TODOS,TODOS,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,100,11/01/2023,2023-03,1,2023,2023-01,Brochura,100,
1443,11519-1,11519,1,EQ-3,CASSIA,PERSONALIZADO,ENTREGA TOTAL,P64,KIT 4 REVISTAS$14X21$POLICROMIA,300,10/01/2023,2023-03,1,2023,2023-01,Kit de revistas,450,
1444,11519-2,11519,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,2243,#N/A,75,28/02/2023,2023-10,2,2023,2023-02,outros,75,OUTRO
1445,11519-3,11519,3,EQ-3,CASSIA,SITE,ENTREGA TOTAL,2443,#N/A,400,28/03/2023,2023-14,3,2023,2023-03,outros,400,OUTRO
1446,11519-4,11519,4,EQ-3,CASSIA,LOJA,ENTREGA TOTAL,2443,#N/A,80,28/03/2023,2023-14,3,2023,2023-03,outros,80,OUTRO
1447,11519-4,11519,4,EQ-3,CASSIA,LOJA,ENTREGA TOTAL,2443,#N/A,80,28/03/2023,2023-14,3,2023,2023-03,outros,80,OUTRO
1448,11520-1,11520,1,EQ-2,PEDRO,PERSONALIZADO,ENTREGA TOTAL,P7,CADERNO CRIATIVO 17x24$17X24$POLICROMIA,50,19/01/2023,2023-04,1,2023,2023-01,Argolados,75,
1449,11520-2,11520,2,EQ-2,PEDRO,PERSONALIZADO,ENTREGA TOTAL,P7,CADERNO CRIATIVO 17x24$17X24$POLICROMIA,50,19/01/2023,2023-04,1,2023,2023-01,Argolados,75,
1450,11520-3,11520,3,EQ-2,PEDRO,PERSONALIZADO,ENTREGA TOTAL,P7,CADERNO CRIATIVO 17x24$17X24$POLICROMIA,50,19/01/2023,2023-04,1,2023,2023-01,Argolados,75,
1451,11521-1,11521,1,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,9900,#N/A,60,17/01/2023,2023-04,1,2023,2023-01,outros,60,OUTRO
1452,11522-1,11522,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,9931,#N/A,50,11/01/2023,2023-03,1,2023,2023-01,outros,50,OUTRO
1453,11523-1,11523,1,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,9993,#N/A,100,18/01/2023,2023-04,1,2023,2023-01,outros,100,OUTRO
1454,11524-,11524,-,EQ-1,CAIO,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,600,17/01/2023,2023-04,1,2023,2023-01,Brochura,600,
1455,11525-1,11525,1,EQ-4,ROSE,SITE,ENTREGA TOTAL,241,#N/A,30,17/01/2023,2023-04,1,2023,2023-01,outros,30,OUTRO
1456,11526-1,11526,1,EQ-4,ROSE,SITE,ENTREGA TOTAL,197,#N/A,30,12/01/2023,2023-03,1,2023,2023-01,outros,30,OUTRO
1457,11527-1,11527,1,EQ-8,ELIANE,LOJA,ENTREGA TOTAL,8334,CICEROS COLECAO RIO SEM PAUTA 14X21 COPACABANA,40,13/01/2023,2023-03,1,2023,2023-01,Brochura,40,RIO
1458,11527-2,11527,2,EQ-1,CAIO,LOJA,ENTREGA TOTAL,8334,CICEROS COLECAO RIO SEM PAUTA 14X21 COPACABANA,50,31/01/2023,2023-06,1,2023,2023-01,Brochura,50,RIO
1459,11528-1,11528,1,EQ-8,ELIANE,LOJA,ENTREGA TOTAL,8372,CICEROS COLECAO RIO SEM PAUTA 14X21 JARDIM BOTANICO,40,13/01/2023,2023-03,1,2023,2023-01,Brochura,40,RIO
1460,11528-2,11528,2,EQ-1,CAIO,LOJA,ENTREGA TOTAL,8372,CICEROS COLECAO RIO SEM PAUTA 14X21 JARDIM BOTANICO,50,31/01/2023,2023-06,1,2023,2023-01,Brochura,50,RIO
1461,11529-1,11529,1,EQ-8,ELIANE,LOJA,ENTREGA TOTAL,4657,CICEROS COLECAO RIO ANOTACOES 14X21 BONDINHO /,40,13/01/2023,2023-03,1,2023,2023-01,Brochura,40,RIO
1462,11529-2,11529,2,EQ-4,ROSE,LOJA,ENTREGA TOTAL,4657,CICEROS COLECAO RIO ANOTACOES 14X21 BONDINHO /,50,31/01/2023,2023-06,1,2023,2023-01,Brochura,50,RIO
1463,11530-1,11530,1,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,1,#N/A,50,18/01/2023,2023-04,1,2023,2023-01,outros,50,OUTRO
1464,11531-1,11531,1,EQ-3,CASSIA,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,1000,24/01/2023,2023-05,1,2023,2023-01,Brochura,1000,
1465,11532-1,11532,1,EQ-1,CAIO,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,50,24/01/2023,2023-05,1,2023,2023-01,Brochura,50,
1466,11533-1,11533,1,EQ-4,ROSE,SITE,ENTREGA TOTAL,1407,CADERNETA CICEROS CLASSICA SEM PAUTA 9X13 PRETO/PRETO,50,17/01/2023,2023-04,1,2023,2023-01,Brochura,50,CLÁSSICA
1467,11536-1,11536,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,9832,#N/A,15,24/01/2023,2023-05,1,2023,2023-01,outros,15,OUTRO
1468,11536-1,11536,1,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,9832,#N/A,25,02/02/2023,2023-06,2,2023,2023-02,outros,25,OUTRO
1469,11537-1,11537,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,9894,#N/A,40,18/01/2023,2023-04,1,2023,2023-01,outros,40,OUTRO
1470,11538-1,11538,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,9856,#N/A,15,24/01/2023,2023-05,1,2023,2023-01,outros,15,OUTRO
1471,11538-1,11538,1,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,9856,#N/A,67,02/02/2023,2023-06,2,2023,2023-02,outros,67,OUTRO
1472,11539-1,11539,1,EQ-1,CAIO,SITE,ENTREGA TOTAL,487,PLANNER PERMANENTE WIRE-O OCEANO SEMANAL NOTAS A5 PROFUNDO,150,19/01/2023,2023-04,1,2023,2023-01,Wire-o sem fita,180,OCEANO
1473,11540-1,11540,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,9870,#N/A,41,18/01/2023,2023-04,1,2023,2023-01,outros,41,OUTRO
1474,11542-1,11542,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,197,#N/A,30,18/01/2023,2023-04,1,2023,2023-01,outros,30,OUTRO
1475,11543-1,11543,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,210,#N/A,30,18/01/2023,2023-04,1,2023,2023-01,outros,30,OUTRO
1476,11544-1,11544,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,227,#N/A,30,19/01/2023,2023-04,1,2023,2023-01,outros,30,OUTRO
1477,11545-1,11545,1,EQ-1,CAIO,SITE,ENTREGA TOTAL,500,PLANNER PERMANENTE WIRE-O PÓLEN SEMANAL NOTAS A5 FLORES MARINHO,150,19/01/2023,2023-04,1,2023,2023-01,Wire-o sem fita,180,Pólen
1478,11546-1,11546,1,EQ-1,CAIO,SITE,ENTREGA TOTAL,531,PLANNER PERMANENTE WIRE-O KRAFT SEMANAL NOTAS A5 BOTÂNICA,100,23/01/2023,2023-05,1,2023,2023-01,Wire-o sem fita,120,KRAFT
1479,11547-1,11547,1,EQ-1,CAIO,SITE,ENTREGA TOTAL,8866,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 CAFÉ,50,31/01/2023,2023-06,1,2023,2023-01,Wire-o sem fita,60,CLÁSSICA
1480,11547-2,11547,2,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,8866,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 CAFÉ,400,14/03/2023,2023-12,3,2023,2023-03,Wire-o sem fita,480,CLÁSSICA
1481,11548-1,11548,1,EQ-1,CAIO,SITE,ENTREGA TOTAL,8934,#N/A,50,19/01/2023,2023-04,1,2023,2023-01,outros,50,OUTRO
1482,11549-1,11549,1,EQ-1,CAIO,SITE,ENTREGA TOTAL,9016,#N/A,50,19/01/2023,2023-04,1,2023,2023-01,outros,50,OUTRO
1483,11550-1,11550,1,EQ-7,MANU,SITE,ENTREGA TOTAL,9528,#N/A,50,19/01/2023,2023-04,1,2023,2023-01,outros,50,OUTRO
1484,11551-1,11551,1,EQ-3,CASSIA,PERSONALIZADO,ENTREGA TOTAL,P156,REVISTA$14X21$POLICROMIA,200,23/01/2023,2023-05,1,2023,2023-01,Revistas(Individuais),120,
1485,11552-1,11552,1,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,340,#N/A,10,18/01/2023,2023-04,1,2023,2023-01,outros,10,OUTRO
1486,11553-1,11553,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,753,#N/A,240,25/01/2023,2023-05,1,2023,2023-01,outros,240,OUTRO
1487,11554-1,11554,1,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,1743,#N/A,240,25/01/2023,2023-05,1,2023,2023-01,outros,240,OUTRO
1488,11555-1,11555,1,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,784,CADERNO ESPIRAL ORLA PAUTADO 17X24 PARATY LISTRAS,140,25/01/2023,2023-05,1,2023,2023-01,Wire-o Simples,140,PARATY
1489,11556-1,11556,1,EQ-7,MANU,SITE,ENTREGA TOTAL,1774,#N/A,140,23/01/2023,2023-05,1,2023,2023-01,outros,140,OUTRO
1490,11557-1,11557,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,1767,CADERNO ESPIRAL ONÇAS PAUTADO 17X24 VERDE,180,23/01/2023,2023-05,1,2023,2023-01,Wire-o Simples,180,ONÇAS
1491,11558-1,11558,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,814,CADERNO ESPIRAL PÓLEN PAUTADO 17X24 FLORES MARINHO,160,24/01/2023,2023-05,1,2023,2023-01,Wire-o Simples,160,Pólen
1492,11558-2,11558,2,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,814,CADERNO ESPIRAL PÓLEN PAUTADO 17X24 FLORES MARINHO,100,28/03/2023,2023-14,3,2023,2023-03,Wire-o Simples,100,Pólen
1493,11558-2,11558,2,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,814,CADERNO ESPIRAL PÓLEN PAUTADO 17X24 FLORES MARINHO,50,25/05/2023,2023-22,5,2023,2023-05,Wire-o Simples,50,Pólen
1494,11559-1,11559,1,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,1873,CADERNO ESPIRAL MELISSA PAUTADO 17X24 COLMEIA,200,25/01/2023,2023-05,1,2023,2023-01,Wire-o Simples,200,Melissa
1495,11559-2,11559,2,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,1873,CADERNO ESPIRAL MELISSA PAUTADO 17X24 COLMEIA,250,28/04/2023,2023-18,4,2023,2023-04,Wire-o Simples,250,Melissa
1496,11560-1,11560,1,EQ-7,MANU,SITE,ENTREGA TOTAL,1804,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 PRETO,160,23/01/2023,2023-05,1,2023,2023-01,Wire-o Simples,160,CLÁSSICA
1497,11560-2,11560,2,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,1804,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 PRETO,100,15/03/2023,2023-12,3,2023,2023-03,Wire-o Simples,100,CLÁSSICA
1498,11561-1,11561,1,EQ-7,MANU,SITE,ENTREGA TOTAL,1811,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 CARAMELO,160,23/01/2023,2023-05,1,2023,2023-01,Wire-o Simples,160,CLÁSSICA
1499,11561-2,11561,2,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,1811,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 CARAMELO,50,03/05/2023,2023-19,5,2023,2023-05,Wire-o Simples,50,CLÁSSICA
1500,11562-1,11562,1,EQ-7,MANU,SITE,ENTREGA TOTAL,1798,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 AZUL PASTEL,80,23/01/2023,2023-05,1,2023,2023-01,Wire-o Simples,80,CLÁSSICA
1501,11566-1,11566,1,EQ-7,MANU,SITE,ENTREGA TOTAL,241,#N/A,220,01/02/2023,2023-06,2,2023,2023-02,outros,220,OUTRO
1502,11567-1,11567,1,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,197,#N/A,102,26/01/2023,2023-05,1,2023,2023-01,outros,102,OUTRO
1503,11567-1,11567,1,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,197,#N/A,66,31/01/2023,2023-06,1,2023,2023-01,outros,66,OUTRO
1504,11567-1,11567,1,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,197,#N/A,2,02/02/2023,2023-06,2,2023,2023-02,outros,2,OUTRO
1505,11568-1,11568,1,EQ-2,PEDRO,SITE,ENTREGA TOTAL,210,#N/A,70,26/01/2023,2023-05,1,2023,2023-01,outros,70,OUTRO
1506,11569-1,11569,1,EQ-7,MANU,SITE,ENTREGA TOTAL,227,#N/A,21,25/01/2023,2023-05,1,2023,2023-01,outros,21,OUTRO
1507,11572-1,11572,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3725,CADERNETA REVISTA NOTAS MIX MIOLOS DIFERENTES KIT 4 UNIDADES 14X21 KRAFT,1200,26/01/2023,2023-05,1,2023,2023-01,Kit de revistas,1800,NOTAS MIX
1508,11572-1,11572,1,EQ-TODOS,TODOS,ATACADO,ENTREGA TOTAL,3725,CADERNETA REVISTA NOTAS MIX MIOLOS DIFERENTES KIT 4 UNIDADES 14X21 KRAFT,1200,30/01/2023,2023-06,1,2023,2023-01,Kit de revistas,1800,NOTAS MIX
1509,11576-1,11576,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,257,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 14x21 KFT,250,27/04/2023,2023-18,4,2023,2023-04,Kit de revistas,375,KRAFT
1510,11576-2,11576,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,257,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 14x21 KFT,50,27/04/2023,2023-18,4,2023,2023-04,Kit de revistas,75,KRAFT
1511,11577-1,11577,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,7198,PLANNER PERMANENTE REVISTA PLANEJAMENTO CLASSICA MENSAL 19X25 PRETA,362,15/03/2023,2023-12,3,2023,2023-03,Revistas(Individuais),217,CLÁSSICA
1512,11577-2,11577,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,7198,PLANNER PERMANENTE REVISTA PLANEJAMENTO CLASSICA MENSAL 19X25 PRETA,50,15/03/2023,2023-12,3,2023,2023-03,Revistas(Individuais),30,CLÁSSICA
1513,11582-1,11582,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,8638,CADERNETA CICEROS CLASSICA SEM PAUTA 9X13 AZUL PASTEL,150,25/01/2023,2023-05,1,2023,2023-01,Brochura,150,CLÁSSICA
1514,11583-1,11583,1,EQ-7,MANU,ATACADO,ENTREGA TOTAL,8621,CADERNETA CICEROS CLASSICA SEM PAUTA 9X13 ROSA PASTEL,500,24/01/2023,2023-05,1,2023,2023-01,Brochura,500,CLÁSSICA
1515,11584-1,11584,1,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,1407,CADERNETA CICEROS CLASSICA SEM PAUTA 9X13 PRETO/PRETO,800,26/01/2023,2023-05,1,2023,2023-01,Brochura,800,CLÁSSICA
1516,11584-2,11584,2,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,1407,CADERNETA CICEROS CLASSICA SEM PAUTA 9X13 PRETO/PRETO,100,03/05/2023,2023-19,5,2023,2023-05,Brochura,100,CLÁSSICA
1517,11587-1,11587,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,2412,PLANNER PERMANENTE CICEROS CADERNETA CLÁSSICA 14X21 CARAMELO,300,02/02/2023,2023-06,2,2023,2023-02,Brochura,300,CLÁSSICA
1518,11587-2,11587,2,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,2412,PLANNER PERMANENTE CICEROS CADERNETA CLÁSSICA 14X21 CARAMELO,50,02/02/2023,2023-06,2,2023,2023-02,Brochura,50,CLÁSSICA
1519,11588-1,11588,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,2382,CADERNO CRIATIVO ARGOLADO CLÁSSICA PAUTADO 17X24 CARAMELO,500,31/01/2023,2023-06,1,2023,2023-01,Argolados,750,CLÁSSICA
1520,11588-2,11588,2,EQ-TODOS,TODOS,SITE,ENTREGA TOTAL,2382,CADERNO CRIATIVO ARGOLADO CLÁSSICA PAUTADO 17X24 CARAMELO,150,31/01/2023,2023-06,1,2023,2023-01,Argolados,225,CLÁSSICA
